Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Label
-207.21312,54.285645,-56.836235,-11.808462,-53.20745,3.296114,37.14502,-35.327583,-11.319399,-8.813195,-2.2226746,-9.176709,-19.318605,0.0
-216.38469,57.479927,-48.252037,-14.326991,-54.675335,8.831303,34.725006,-34.196686,-9.155018,-2.4704678,1.4880377,-10.769738,-12.239228,0.0
-260.65216,52.46525,-23.36916,2.9916043,-52.16499,14.033697,25.243786,-34.406685,-12.287315,2.1811752,-0.4276054,-11.910233,-8.931951,0.0
-304.12427,69.7144,-4.8866725,14.204248,-45.73687,15.848768,10.266688,-37.602707,-17.944328,2.7775514,-11.957851,-14.74045,-9.307634,0.0
-373.26648,96.04036,-6.0807858,20.717964,-32.34722,17.497011,5.911869,-40.357746,-19.776985,3.3647704,-21.265331,-16.922174,-13.647091,0.0
-443.54834,90.28999,-6.114767,46.420307,0.6086329,8.153364,18.909153,-43.14689,-18.979996,3.2790835,-26.548113,-11.427717,-17.490616,0.0
-459.90012,88.6293,1.015274,51.843735,5.3373837,3.3864646,17.026794,-31.200512,-15.3756695,-0.7874388,-26.866158,-13.471323,-13.868336,0.0
-462.2765,106.318886,6.179161,45.608368,6.4226737,3.567316,11.667109,-25.046284,-14.186697,-2.48943,-24.076353,-14.911247,-13.296448,0.0
-464.4351,118.146515,9.696699,36.992493,10.751121,1.0182269,-2.030832,-26.256207,-15.840063,-5.4688325,-19.005713,-17.487556,-16.36849,0.0
-475.55933,124.429276,8.910593,30.807644,23.046818,5.4269967,-10.626259,-27.407198,-19.33934,-10.7121105,-11.599937,-16.205015,-18.957575,0.0
-482.64542,114.786575,11.527121,25.15981,11.998081,17.897078,-4.595752,-28.854317,-13.4023285,-9.372997,-9.46467,-9.023846,-19.533876,0.0
-447.54153,109.604004,10.84655,20.111908,-11.703574,29.45198,-2.6177917,-19.076183,-8.421809,-0.55260265,-9.121952,-14.7765465,-12.922316,0.0
-454.0187,105.63717,25.07481,24.843632,-3.8080525,25.18063,-2.4801273,-4.095374,-11.924133,3.5955,-6.7322507,-16.670444,-5.447397,0.0
-491.7396,91.71352,32.285164,31.766165,7.2762575,20.447937,4.719114,8.4321165,-6.701973,14.021618,-10.716137,-25.472794,-11.821682,0.0
-508.54303,74.74956,12.770857,21.408691,3.053551,22.25837,12.491365,6.8532176,1.2175875,22.635143,-6.084469,-23.590061,-8.652829,0.0
-545.6578,65.74791,5.46085,14.002089,-0.293168,16.878819,15.185291,4.576045,6.7587414,20.238117,-4.015819,-21.657198,-2.0419054,0.0
-634.20154,45.316032,28.61512,24.555422,7.3130803,-0.24271083,-23.257706,2.6511948,2.2448936,9.461842,-5.237376,2.205434,21.63284,1.0
-540.49036,6.6901007,27.074585,18.911293,4.6236925,5.3894243,-26.001984,4.278407,-6.6514378,10.35499,-6.914528,11.834356,14.439207,1.0
-487.8227,-40.333893,34.210087,3.0588734,4.7842836,6.4031763,-18.07705,8.927326,-5.670809,10.650145,-7.0831594,17.136204,12.061728,1.0
-460.97012,-65.77695,48.81677,-0.6648475,19.845785,8.550205,-7.0591507,18.961452,6.199366,18.155804,-9.297957,10.991495,6.679281,1.0
-442.02972,-55.797348,69.46109,3.9642391,34.401707,6.384111,-0.37711805,20.958523,6.82477,21.009232,-3.9370208,10.614622,2.7633343,1.0
-434.6333,-54.352043,73.334404,-9.618555,34.511612,2.783554,5.942896,16.533365,6.6574297,19.766624,5.7860746,17.78856,3.3480048,1.0
-435.47876,-73.08807,63.56347,-26.561588,21.668535,-1.3589547,3.6967206,7.745437,2.2153282,6.4806767,3.3815842,15.0847,4.586366,1.0
-434.34442,-76.33818,69.23604,-32.96151,14.367516,1.009588,3.1386273,5.997684,-1.5640771,-1.3883121,-0.43701956,8.0149975,6.782343,1.0
-412.9818,-70.08243,74.54073,-37.19587,9.083048,0.30800056,-2.2139163,0.850497,-5.9131603,-0.6821104,5.859532,6.081995,6.7652354,1.0
-404.73965,-69.986015,70.22136,-32.64162,13.697252,-9.6657715,-3.975034,-0.25087535,-1.3386511,0.9179239,6.2334766,12.588702,8.936683,1.0
-409.07437,-71.31137,64.94671,-35.815804,18.617851,-15.908076,0.24422616,0.5659883,1.4444593,1.9478133,13.529089,17.252462,11.573009,1.0
-413.0089,-72.28849,66.12701,-27.90271,27.59884,-13.12348,2.1674664,-1.6050854,0.6067407,2.416599,12.698542,15.885099,12.06522,1.0
-414.19867,-75.881836,61.126976,-28.851568,27.46367,-8.37348,5.788334,-4.6987047,-6.7739944,-6.571235,3.595697,11.591335,16.16625,1.0
-377.7875,-43.954548,80.31969,-23.840286,25.28305,-7.48894,-2.4634094,-8.84966,-9.826158,-11.172594,-8.411039,-5.2983246,-3.8012474,1.0
-286.37936,27.876562,71.28013,-5.905347,32.61622,-17.22597,-24.493803,-17.373774,-15.78187,-12.04818,-14.406618,-9.172935,1.794829,1.0
-225.71063,67.12064,6.807454,23.988873,23.572231,-33.79679,-24.772486,-21.467903,-18.321636,-4.0249224,-26.385105,-6.037078,6.3071737,1.0
-216.91,50.03752,-35.01213,47.75441,7.75879,-41.447067,-30.339468,-22.605442,-19.659267,-1.8988326,-27.734924,-4.1063247,13.641107,1.0
-213.05812,34.49692,-48.731766,51.7465,-1.48967,-52.411568,-31.094658,-20.288338,-11.18565,3.426189,-13.393438,10.224157,20.129234,1.0
-211.96867,49.116974,-51.45014,51.003593,-7.5539026,-64.85376,-27.996634,-21.55302,-12.638113,-2.8353324,-12.616446,10.864995,14.7679,1.0
-232.16295,47.75905,-44.920162,50.5696,-9.344218,-66.247284,-20.396322,-14.519472,-13.155919,-4.312469,-12.674441,11.635082,9.438875,1.0
-259.03094,39.853634,-37.08049,51.504147,-9.545111,-57.626423,-14.666901,-5.4479957,-10.112766,-7.1978345,-6.64727,7.902217,2.9487135,1.0
-279.20578,49.606216,-35.713875,37.956627,-20.707571,-52.6771,-18.735075,-5.475024,-15.933685,-18.50558,-12.382057,1.6234123,-8.758456,1.0
-286.5317,51.421104,-32.68338,36.05281,-24.427872,-58.617134,-21.683369,-3.8893905,-27.38013,-22.26553,-14.8914585,-2.786374,-19.150677,1.0
-290.30438,46.35823,-47.34825,44.379246,-17.384079,-49.88769,-20.659153,-2.4295447,-33.995617,-21.865038,-15.639123,-5.4777737,-21.19318,1.0
-308.5012,17.097647,-55.325012,75.50461,-10.358357,-40.199005,-11.088249,-1.5364358,-30.88582,-20.619263,-15.861694,-5.7672224,-24.818783,1.0
-336.6023,-13.147259,-45.39657,103.49776,-2.755886,-35.15751,-3.755315,-5.863986,-28.592295,-22.728035,-13.316969,-6.1516404,-25.066082,1.0
-354.9952,-28.602966,-42.07338,109.448395,-10.785717,-29.222748,-1.6140201,-11.632221,-27.047947,-28.781994,-12.578703,-7.1183004,-25.219501,1.0
-333.04913,-26.301151,-55.34989,112.10723,-18.4626,-29.936188,1.7404053,-13.927355,-28.762623,-26.907194,-9.5556555,-6.0990105,-25.76057,1.0
-312.9767,-25.34681,-52.91705,108.515366,-15.5855055,-28.758568,0.12730974,-14.258657,-29.635685,-28.2752,-11.503345,-3.3838758,-27.25581,1.0
-305.05765,-23.322456,-45.672977,101.11565,-14.196289,-29.761295,-0.5265965,-14.596333,-29.018372,-27.464474,-12.544549,-2.4698708,-29.069195,1.0
-299.95322,-20.625896,-34.509888,95.269844,-8.17386,-29.027622,0.72031134,-11.273146,-25.469076,-26.745724,-12.942738,0.5966747,-29.678799,1.0
-296.127,-20.99089,-22.286804,85.16542,-3.1795259,-26.948565,-4.955969,-9.684101,-23.979595,-27.936604,-14.66751,0.096604586,-29.439724,1.0
-275.4037,-9.231182,-19.516155,69.136795,2.8208961,-22.880344,-16.000805,-9.124317,-19.734375,-29.71611,-17.996853,-1.579567,-27.947712,1.0
-258.13345,25.871058,-7.3641343,52.75647,7.422902,-17.277016,-22.630295,-13.458989,-16.182182,-27.075232,-22.496159,-4.8598633,-24.128067,1.0
-291.44165,56.637955,4.142452,39.77784,13.376566,-7.664774,-22.63795,-19.544714,-15.846666,-21.184578,-23.043507,-7.932531,-18.559353,1.0
-396.71747,85.612915,18.591284,35.221176,22.34708,4.715348,-13.83951,-27.78988,-22.866493,-14.034694,-17.288712,-7.646661,-16.623184,1.0
-483.0859,103.29346,13.604119,38.207203,25.856255,10.174897,-4.194146,-20.88081,-19.282307,-4.868192,-4.3545475,-2.1041908,-17.763647,1.0
-336.22464,95.291534,-7.1767764,23.889233,15.620728,-3.7296615,-22.362652,-27.111364,-18.592606,-4.6990795,-15.195129,-5.261667,-9.571411,1.0
-252.01326,94.72167,-25.477375,22.84763,1.248435,-11.3155575,-25.42138,-34.175106,-25.638699,-1.0133125,-17.374603,-3.956915,-8.379288,1.0
-247.89044,88.879,-41.711754,20.681871,-8.185519,-10.928574,-18.261467,-37.294106,-33.23046,-4.909178,-12.436897,-0.94982445,-3.5285213,1.0
-296.39676,90.2119,-43.375534,9.860846,-30.065632,-14.213289,0.27310544,-21.988087,-34.6484,-11.958399,-8.662069,-1.1297128,-0.16160476,1.0
-356.85867,114.71286,-29.319073,9.490944,-43.318672,-20.15195,1.733236,-5.882173,-29.761137,-11.153692,-6.186714,-5.9598637,-1.5941174,1.0
-426.16815,135.76447,-10.491331,18.591248,-38.22384,-22.296707,-4.977438,-3.38447,-24.124447,-1.088032,-4.5197697,-9.6138,-3.3101199,1.0
-472.26263,147.4951,14.196163,21.011797,-19.719873,-19.902199,-12.547886,-19.969467,-19.339302,1.6822762,-1.0752074,-9.453264,-10.706507,1.0
-485.74387,138.77878,30.865768,28.610348,-6.3505697,-14.046152,-19.95378,-19.934246,-15.193752,-5.879477,-0.40799874,-2.784813,-6.8871517,1.0
-498.6361,122.22569,23.511517,27.554743,-0.6702269,-5.343257,-14.418775,-17.557869,-9.908361,-3.2681653,-2.1453867,-0.16702326,-3.895073,1.0
-483.28305,132.28424,8.434965,23.468765,-1.5097395,-7.868937,-14.090167,-13.60743,-6.096816,-2.6450074,-2.7254229,-2.212242,-0.7874335,1.0
-456.25098,167.17247,17.513325,28.95699,-12.068949,-21.519838,-18.780697,-12.669057,-2.7906125,-2.3849597,0.13576415,-2.634336,-2.7992527,1.0
-425.2687,195.24564,24.546106,24.212471,-26.807726,-24.547058,-6.547696,-4.691573,0.4638577,3.3292503,-4.476403,4.4032383,4.695262,1.0
-380.13126,202.93549,13.833656,19.488354,-37.080788,-18.691437,-0.97220886,-1.399193,4.8621855,8.696213,-22.092403,5.1691475,19.046143,1.0
-338.71252,205.76251,-5.1152716,4.572941,-39.282448,-4.0382895,0.65521914,-15.628849,4.5598507,9.698946,-38.988743,5.595297,26.675203,1.0
-317.5208,206.58081,-11.43005,-20.440548,-34.625557,12.340868,0.5870694,-38.59566,-2.2190309,13.740408,-34.2892,10.469553,23.609703,1.0
-330.52213,208.86307,-6.6472797,-37.969738,-32.075596,26.45173,3.8481338,-60.716156,-6.4305377,13.374109,-19.665417,12.336876,10.283486,1.0
-361.70053,212.09277,-0.2624471,-44.192802,-33.679108,33.836227,8.381613,-70.22542,-16.765186,4.8079624,-4.5803466,10.837199,-0.58320177,1.0
-390.72687,219.87993,15.243932,-46.348198,-30.295658,37.394875,12.721294,-66.27946,-22.346287,-0.016621381,-0.562833,9.498301,-3.116991,1.0
-403.28815,211.64815,23.654598,-46.686638,-26.451206,39.915855,13.067301,-60.18421,-23.822332,-5.134594,1.0588577,5.9888783,-4.656448,1.0
-406.27255,208.51587,25.67541,-48.78351,-19.545643,38.21837,13.568548,-60.722797,-23.703033,-10.74884,3.4256685,2.8674679,-8.977738,1.0
-412.58704,210.43887,28.42509,-48.809654,-20.467611,36.6131,10.939949,-61.519333,-22.768372,-11.89657,7.8475356,3.1515102,-9.667732,1.0
-412.5099,205.94998,26.724224,-46.981743,-21.05941,36.916267,8.715459,-63.332138,-24.300629,-8.703777,7.0512905,2.159565,-11.175314,1.0
-417.21954,199.35565,24.976883,-47.077377,-15.474337,36.82496,10.193069,-62.988983,-25.654728,-7.1754913,3.0322685,3.5927992,-9.208873,1.0
-436.38098,199.703,25.32249,-41.676125,-2.5083833,32.468563,13.1070175,-65.92308,-29.077888,1.9024947,-1.4005493,-0.71913236,-8.546934,1.0
-447.5707,194.08002,11.992628,-31.72629,18.559763,23.69928,4.3432217,-65.86983,-24.957352,9.4668865,-3.2807744,-14.0637245,-7.484043,1.0
-456.5242,187.7644,-1.4603782,-20.355827,42.127266,19.103867,-17.781004,-54.586227,-10.098467,3.3350449,-8.322097,-18.409542,-5.861063,1.0
-499.7298,176.04254,6.791215,-8.764634,52.58828,27.900726,-32.070587,-38.488537,2.4313622,3.6183605,-15.355502,-19.060614,-6.5811896,1.0
-575.37177,129.53029,32.771053,20.84164,54.868683,32.537254,-25.22975,-33.644394,-0.9145322,11.772739,-9.105965,-20.498196,-10.217333,1.0
-561.95215,130.51552,23.135963,9.461567,22.00575,13.649762,-2.5495815,-10.363793,-7.879838,-5.9065533,-6.77005,-7.3236256,-2.544927,1.0
-520.2038,130.6471,12.357237,16.757864,12.726587,8.453027,-3.6708188,-7.022169,-5.3637333,-10.7479105,-9.99361,-1.3258128,2.1030948,1.0
-538.1389,131.78961,24.92585,24.78667,13.0536995,8.2451315,-0.32038063,-7.4102097,-4.893663,-11.146986,-10.694738,-2.2387865,-3.3790314,1.0
-550.783,133.55707,34.4749,33.35671,13.809677,-2.7713041,-0.5184189,-8.764959,-7.1807537,-5.587269,-3.579344,-2.1634269,-10.015222,1.0
-551.26013,139.33174,48.698944,37.784615,10.188394,-7.434553,-7.993114,-11.614648,-5.1371727,-2.6457574,1.2512103,0.14031217,-9.185526,1.0
-545.79175,144.82184,52.92335,35.521606,11.446045,1.4583939,-10.973448,-18.629374,-8.97225,-3.2247934,5.335511,0.94903356,-7.982492,1.0
-544.6375,142.72765,51.133305,34.179733,12.776232,10.62886,-7.6005707,-19.872627,-6.8107157,-4.897577,2.9649072,3.2920973,-3.4306188,1.0
-542.38446,127.40988,48.0732,42.95865,13.701364,13.16773,-2.355838,-10.226575,-0.9338516,-8.701889,-0.48851967,7.57164,2.1416998,1.0
-545.11646,112.13808,37.900566,42.16571,17.19063,20.590885,3.7066174,-2.6742759,3.9170046,-5.385289,1.9708611,9.498472,3.162548,1.0
-542.8544,110.04828,40.426117,45.480415,11.62513,15.802779,-2.6965694,-3.1247892,5.396736,4.1085076,5.675327,8.984006,2.8202667,1.0
-525.4823,116.93729,36.643875,40.46483,12.054459,16.429,-4.862049,-2.2654097,7.389776,4.481792,4.397703,10.535546,3.4851556,1.0
-495.0722,160.88194,52.21239,27.289013,-7.7808332,-4.8275833,-10.649052,-9.004013,-0.44674885,-1.0781026,-3.464554,7.752279,0.4481544,1.0
-487.9845,185.04774,57.224182,21.801128,-17.86769,-19.837791,-9.291135,-16.404133,-5.995407,-4.325548,-6.63509,4.403525,-0.65887046,1.0
-448.212,193.58247,43.128525,19.742527,-39.17266,-27.223824,-0.15478764,-8.414377,-3.0534527,-12.061579,-12.799414,6.0755005,-7.9858913,1.0
-353.7461,155.6213,-11.271959,11.512209,-41.242474,-10.289864,20.374493,-12.047237,-13.074101,-19.159985,-15.643975,19.313065,-5.0494356,1.0
-277.9679,121.16082,-52.2497,10.560488,-19.1272,0.23938464,8.524606,-28.447598,-13.161232,-7.271377,-12.928151,19.825754,-5.8421993,1.0
-235.58127,114.170074,-61.669624,30.422531,-11.558445,-17.444866,-11.527079,-39.744236,-5.1783466,1.5700151,-13.47515,11.84943,-5.6105437,1.0
-227.17953,111.8224,-58.76712,36.75129,-13.293541,-40.800873,-23.020319,-37.158752,-1.011629,-2.8241296,-25.319548,5.746359,-0.11045491,1.0
-252.2966,105.67654,-46.679863,28.977955,-17.943438,-46.400307,-31.828974,-26.822086,-5.792493,-4.249428,-28.742996,3.7984095,6.4438553,1.0
-288.32874,90.58247,-36.428596,27.362085,-18.888535,-42.506256,-30.915638,-16.90821,-4.681246,-6.387719,-23.13062,3.2005448,7.7967653,1.0
-334.1752,52.97077,-23.040815,33.356003,-4.458387,-37.9627,-24.448227,-11.337467,-0.373713,-3.8695807,-15.32732,4.369218,5.93339,1.0
-279.52008,85.59837,-22.38366,15.23783,-16.476486,-42.83087,-30.990213,-15.519716,0.30502152,-9.243532,-12.41313,7.276412,-0.0023450255,1.0
-223.92883,87.65526,-33.074463,28.595932,-17.744017,-50.940353,-31.2204,-19.932806,0.14641109,-14.089441,-12.015927,11.790594,-3.5696409,1.0
-201.48468,86.25285,-37.695744,45.276665,-18.42443,-51.192764,-26.139439,-20.878765,3.4555721,-16.429634,-15.588373,9.703234,-7.9881926,1.0
-221.414,88.36823,-25.05348,52.98479,-19.651688,-45.587627,-25.064192,-17.216625,3.622715,-17.288334,-15.801298,8.852696,-7.4960933,1.0
-228.76909,80.55301,-21.98088,56.53194,-16.02887,-38.880035,-26.273674,-15.585342,3.6353579,-18.481113,-12.705171,10.825613,-6.4411993,1.0
-265.82144,89.82556,-23.764008,58.193256,-16.161701,-37.266724,-31.21737,-14.414408,5.3884716,-16.492558,-8.938871,13.805184,-5.633412,1.0
-313.94876,113.54573,-25.060764,51.743454,-6.156499,-37.567802,-28.49384,-13.983577,10.378973,-16.950603,-3.7158766,14.296479,-3.5491283,1.0
-348.85995,119.7406,-10.955483,54.153076,-7.6673765,-34.832664,-27.05964,-17.386883,15.515179,-19.959824,-6.1214085,15.124773,-4.73175,1.0
-372.58328,127.36555,-12.052723,54.640625,-3.2813807,-38.728992,-23.563677,-25.115984,16.701672,-16.325123,-0.32242376,14.479624,-3.74541,1.0
-369.45447,129.75641,-9.361016,63.135113,-4.5705614,-29.462744,-20.973383,-25.405262,13.64867,-16.108576,-2.682086,16.533821,-6.748328,1.0
-357.8494,117.395744,6.2849445,60.2926,0.7562357,-24.106457,-27.904057,-15.70257,5.2268906,-20.031792,-13.168276,12.197475,-4.3178015,1.0
-380.23294,113.740906,23.124586,63.78817,7.5037203,-24.42595,-31.199787,-6.363839,1.5167279,-24.233145,-19.061089,9.770284,-0.8486959,1.0
-477.41162,116.45999,39.462715,69.52748,22.31625,-18.811655,-29.22202,-1.9601439,-3.2724316,-21.184374,-17.113913,3.0933995,-0.3485548,1.0
-601.3408,102.60358,36.877445,26.492409,24.616066,16.675777,2.708002,-11.547089,-10.117053,-8.7940645,-8.937993,-3.112105,-0.6127214,1.0
-643.0669,70.56774,33.237366,23.562197,23.953197,20.291744,7.6397543,-3.5453541,-5.9050922,-4.3778973,-4.3946996,-0.55647886,-0.66618,1.0
-589.3275,32.106125,-10.94569,33.453255,-2.1598115,9.622574,10.734463,8.509264,-3.3905015,8.545322,-4.903151,-2.3293386,8.495421,1.0
-450.25473,10.269571,-13.932116,27.85786,-34.06468,8.161974,-3.7217798,12.233844,-3.8017225,19.377102,-8.868055,1.1095544,-1.63976,1.0
-382.3827,-13.234103,1.8835447,23.977865,-41.51744,11.266907,-7.242257,11.594687,-1.2490759,19.334572,-11.913977,2.7059739,-6.8304515,1.0
-339.3296,-20.59452,11.899695,34.83261,-39.213882,12.05226,-14.282166,5.2796006,-3.485515,8.934673,-14.94631,10.475689,-0.2742533,1.0
-336.6501,-40.47854,15.121498,44.320778,-44.61595,14.910992,-9.272175,3.4123588,0.13089347,6.499731,-13.286588,16.652954,2.5300782,1.0
-372.93478,-84.78762,6.8069644,64.15862,-36.125664,16.765831,-1.3681146,9.471174,5.928931,10.554507,-8.634558,22.410246,1.9831567,1.0
-379.6954,-98.62049,-5.6851254,71.78818,-31.03975,17.866592,2.673759,7.8263454,4.656903,10.694713,-5.5331287,16.833607,0.56792396,1.0
-375.1475,-85.62726,2.4272552,79.68522,-26.895283,23.020433,6.849654,2.016209,5.7435627,11.498293,-8.4913025,9.277273,1.7293078,1.0
-373.3494,-71.498795,7.9785213,87.63208,-18.386566,24.337984,12.872206,4.4976954,7.5091734,8.692764,-10.270284,7.9242105,-1.3744868,1.0
-379.6849,-78.26288,4.0434427,86.26091,-23.628681,17.735088,8.331779,8.827148,6.862712,7.226769,-11.242186,9.783574,-0.8325052,1.0
-383.09,-78.47775,1.3898635,83.53653,-26.30975,16.06878,5.6514807,9.060041,4.5556583,8.872024,-11.471747,7.393564,0.88957375,1.0
-380.27805,-73.932724,4.7859674,86.561066,-20.651379,22.621454,8.384361,4.5107193,1.2026664,9.679111,-9.670975,6.915697,-1.668589,1.0
-387.68207,-72.580246,2.913652,81.62,-21.6541,25.813595,5.08739,3.0001087,4.512841,8.831417,-6.587532,10.407902,-3.1352572,1.0
-403.21988,-74.01418,0.5068268,79.42966,-30.381226,20.075388,3.8460593,3.2328343,3.910613,10.538023,-4.795431,8.861248,-2.770715,1.0
-422.65555,-76.37579,1.0069048,79.35388,-33.463455,12.95282,0.097028255,5.468363,5.554238,6.8498764,-8.721196,11.949184,4.2269363,1.0
-446.8094,-77.691956,-11.417514,77.53519,-30.339926,16.454563,1.9776895,7.1579456,7.3464775,7.8230867,-6.1371994,13.864731,8.969709,1.0
-471.13568,-53.00985,-21.937654,74.58517,-31.250206,15.624817,3.0198445,4.5396876,10.59441,12.720968,-5.044865,8.524291,4.0731306,1.0
-515.494,-18.027325,-24.814713,69.13089,-33.92999,9.7755,2.6436393,0.39978394,12.798632,14.135661,-7.7857304,2.2030313,0.7806803,1.0
-557.69354,11.755267,-16.25096,67.93289,-17.328945,10.488747,15.294392,1.5749696,17.620192,15.916522,-3.5754862,-2.7719908,10.591711,1.0
-591.94434,28.342876,1.0403117,64.493805,-2.5462747,12.031869,20.990063,4.776476,24.331188,23.629913,2.8787575,-5.1786737,6.387395,1.0
-630.85706,33.365196,8.563884,47.9847,7.9365015,13.773901,23.528097,5.583205,22.171436,27.05575,8.603792,-4.3752375,3.9618335,1.0
-645.247,13.423712,23.155981,30.018475,21.23838,12.418505,25.629738,8.852768,9.755678,30.39824,5.806224,3.2575765,3.7159438,1.0
-657.7735,7.353636,25.943783,26.543953,21.164156,12.712254,24.719734,8.530928,6.652239,27.624245,5.9721317,7.6669016,8.867468,1.0
-607.08057,13.337151,6.7441177,3.6407046,-9.3358135,5.7428284,-14.7390995,12.928403,2.7114782,20.76192,-6.7321324,3.403382,11.611027,1.0
-537.97815,-39.03597,31.07612,1.0487727,-4.613265,4.00748,-15.459379,10.07963,-2.7956777,18.318602,-2.283245,11.937475,11.794861,1.0
-489.52176,-62.887436,73.00084,5.001647,17.78247,10.944284,-3.9044833,17.40332,-4.448728,8.374169,-8.365233,6.915545,-10.003541,1.0
-449.38742,-66.84297,87.74266,-7.6901035,25.704746,14.369524,0.7416893,9.128718,-14.381157,-2.681571,-14.417225,6.603577,-14.536398,1.0
-419.99435,-64.399185,87.90097,-16.99637,26.551138,10.830151,2.9491243,6.6020336,-11.345482,-10.645388,-13.487385,0.5951719,-10.280388,1.0
-408.86868,-68.5551,72.91469,-27.71577,20.149847,0.10621679,-4.304965,2.2733161,-8.501586,0.12063599,-4.349353,-0.3328541,-3.6510396,1.0
-418.79623,-76.82399,55.464035,-29.480574,14.176768,-9.927004,-3.01622,5.868746,-9.910648,8.14025,-4.795333,-0.72372127,2.4459627,1.0
-421.72177,-83.24591,48.674713,-22.070602,21.630058,-6.8042493,7.2805386,3.4448268,-8.78187,3.2069063,-4.3896556,-0.1683299,-0.2685843,1.0
-409.9952,-83.21257,47.54538,-23.918175,23.163895,-6.983522,10.1478195,1.7803311,-1.9476401,7.044261,1.7441947,5.505145,-1.0343874,1.0
-405.96753,-79.989586,50.64336,-28.476513,20.184559,-17.345238,2.0678961,-4.4932966,-2.6314797,11.259991,8.814144,11.943991,7.967246,1.0
-414.94055,-79.98407,52.884247,-35.25492,22.79684,-21.395061,4.9277306,-6.132145,-5.602442,6.169371,13.869457,16.198486,16.8214,1.0
-400.23062,-62.41296,60.764015,-37.545593,29.700071,-19.150059,3.5659728,-10.242231,-11.2288885,2.4089453,10.663017,8.681887,10.000363,1.0
-346.42795,-8.080696,71.053955,-24.062496,39.6453,-13.5756855,-6.4574776,-9.545022,-11.926012,-8.017867,-8.774973,-8.6099205,1.4014531,1.0
-302.8775,38.55074,51.947678,-13.04708,37.971184,-8.569811,-17.510567,-23.689491,-11.81591,-11.596101,-17.896305,-16.552711,1.2636194,1.0
-230.77821,73.08279,-11.779903,19.533745,15.805449,-32.814976,-25.100704,-29.18826,-18.33754,2.2050424,-24.025835,-15.000223,3.0464835,1.0
-183.55421,65.64318,-38.74464,32.738297,-0.5511653,-43.60199,-30.32893,-22.840485,-20.369898,3.207425,-24.544615,-9.583629,9.640487,1.0
-161.77022,56.742355,-48.046356,31.526472,-5.8574305,-50.871742,-30.115147,-20.954697,-19.139042,-1.6249156,-23.733337,-0.14293572,11.240028,1.0
-177.31477,42.801743,-53.132416,39.217804,-4.104847,-55.275032,-26.08014,-16.924646,-22.011658,-5.3919096,-21.430046,6.3668,12.852918,1.0
-205.3371,25.360092,-45.619236,50.446754,3.4017959,-56.78087,-20.309464,-10.158601,-25.7399,-4.9284506,-20.087914,8.022627,11.260246,1.0
-237.42085,18.801212,-38.24137,62.28292,-1.9557996,-63.456207,-21.273476,-7.102065,-29.784634,-10.946129,-19.670284,6.340853,4.10316,1.0
-247.57388,46.28105,-44.9903,55.078613,-7.893387,-65.99065,-16.228296,-4.7533054,-32.473415,-16.235197,-19.634127,4.103956,-3.6482472,1.0
-279.49417,61.396225,-28.820293,46.32857,-10.003738,-61.999363,-14.508508,0.8236668,-37.67292,-18.277153,-13.585428,0.32694796,-6.702853,1.0
-301.87943,49.51596,-30.831816,48.068115,-12.078714,-55.500317,-11.142681,4.3144016,-37.201363,-20.12394,-7.3146377,-2.5808046,-10.126992,1.0
-325.45404,18.046303,-36.051727,60.650875,-7.2223277,-52.882584,-7.566942,11.854128,-31.66613,-24.805172,-6.853012,-4.363146,-11.826378,1.0
-362.0764,-9.183027,-28.051502,76.21118,-1.0917245,-54.13511,-1.1786735,14.086739,-36.26396,-28.120808,-7.9968433,-5.4550543,-13.18559,1.0
-389.11307,-16.319191,-12.352957,88.480316,-1.388857,-50.42507,6.2055826,10.674404,-43.506577,-25.726318,-6.552964,0.13497972,-10.660345,1.0
-356.67767,-5.267288,-26.307693,84.51866,-8.491555,-52.34999,4.06469,10.067352,-43.29857,-28.863474,-7.564552,0.48367858,-11.613303,1.0
-338.4589,12.171115,-32.246094,68.514366,-19.148535,-54.44256,4.4241242,2.2101965,-41.867268,-34.30883,-5.6755333,-5.222722,-14.415627,1.0
-338.05832,35.112534,-20.834072,61.166214,-25.460136,-57.016308,5.44551,0.63265187,-41.740322,-35.273514,-3.0754905,-6.462369,-15.477384,1.0
-346.0885,54.00277,-10.507853,61.914608,-19.88228,-62.807796,-0.42427582,6.547785,-38.983376,-40.791664,-4.5446053,-4.352199,-13.768386,1.0
-337.3546,59.974365,-10.601984,54.20903,11.885572,-57.760895,-23.505253,8.237761,-30.791283,-34.78443,-19.725994,-8.565649,-9.696297,1.0
-358.11203,66.90025,-5.8920007,38.670067,36.1987,-29.628258,-39.80101,-1.5809426,-29.491348,-29.38133,-21.81863,-12.544794,-11.194509,1.0
-428.63928,91.60753,12.536495,24.831406,37.312172,4.7639985,-39.020218,-16.718958,-22.136473,-19.51302,-17.00494,-13.043706,-11.8159685,1.0
-497.82892,111.75691,20.79507,22.34431,27.018139,15.548359,-3.7933753,-19.608566,-15.39045,-0.84532243,-9.315756,-9.875978,-10.318722,1.0
-361.35797,105.87979,8.038156,26.825977,16.77562,-4.6234074,-16.044226,-20.49535,-20.315268,7.7001963,-10.88603,-5.8335176,-4.415068,1.0
